carro_id,marca,ano,quilometragem,motor,cambio,combustivel,cor,portas,dono_unico,ipva_pago,num_revisoes,preco
C1288,Chevrolet,2019,21366,1.4,Manual,Flex,Vermelho,4,Sim,Nao,7,65385
C1289,Volkswagen,2018,125751,1.0,Manual,Gasolina,Azul,4,Nao,Sim,5,52003
C1290,Fiat,2006,300000,1.0,Automatico,Flex,Cinza,2,Sim,Nao,0,9000
C1291,Chevrolet,2012,17583,1.0,Automatico,Flex,Vermelho,4,Sim,Sim,8,56629
C1292,Volkswagen,2018,51998,1.6,Manual,Flex,Cinza,4,Nao,Sim,1,56453
C1293,Toyota,2006,207724,1.0,Automatico,Gasolina,Azul,4,Nao,Sim,2,51329
C1294,Chevrolet,2005,170045,1.4,Automatico,Gasolina,Prata,4,Nao,Sim,0,13570
C1295,Fiat,2012,151398,2.0,Automatico,Gasolina,Prata,4,Nao,Sim,9,43256
C1296,Renault,2023,16358,1.6,Automatico,Flex,Branco,4,Nao,Nao,11,68217
C1297,Volkswagen,2013,106952,1.0,Manual,Flex,Cinza,2,Nao,Sim,0,44436
C1298,Chevrolet,2019,64090,1.8,Manual,Flex,Prata,4,Sim,Sim,5,68025
C1299,Volkswagen,2012,71292,1.4,Manual,Flex,Cinza,4,Nao,Sim,0,49344
C1300,Jeep,2021,0,1.0,Manual,Gasolina,Cinza,4,Nao,Nao,8,103558
C1301,Hyundai,2018,73989,2.0,Automatico,Gasolina,Cinza,4,Sim,Nao,11,73781
C1302,Volkswagen,2013,193322,1.8,Manual,Hibrido,Vermelho,4,Sim,Sim,8,52986
C1303,Fiat,2007,254989,1.0,Automatico,Flex,Branco,4,Sim,Sim,11,9000
C1304,Fiat,2018,8992,1.0,Manual,Flex,Cinza,2,Nao,Sim,5,51260
C1305,Renault,2017,88487,1.0,Manual,Gasolina,Branco,4,Sim,Nao,0,40810
C1306,Volkswagen,2008,266852,1.6,Automatico,Flex,Prata,2,Nao,Sim,7,30859
C1307,Toyota,2010,178111,1.0,Manual,Diesel,Azul,4,Nao,Sim,2,57188
C1308,Fiat,2012,252042,1.0,Manual,Gasolina,Prata,4,Nao,Sim,5,9000
C1309,Toyota,2021,0,1.8,Manual,Flex,Vermelho,4,Sim,Nao,7,115589
C1310,Hyundai,2013,121332,2.0,Automatico,Diesel,Prata,4,Sim,Sim,0,55215
C1311,Hyundai,2017,98964,1.0,Automatico,Flex,Branco,4,Nao,Sim,9,55182
C1312,Jeep,2009,93854,1.0,Manual,Gasolina,Prata,4,Sim,Sim,9,71233
C1313,Chevrolet,2014,207778,1.0,Manual,Flex,Vermelho,4,Sim,Nao,1,25742
C1314,Chevrolet,2018,53946,1.4,Manual,Gasolina,Prata,4,Nao,Nao,11,57024
C1315,Honda,2016,114632,1.8,Manual,Flex,Cinza,4,Sim,Sim,3,75464
C1316,Chevrolet,2023,8287,1.8,Manual,Flex,Branco,4,Nao,Sim,0,89463
C1317,Chevrolet,2007,243654,1.8,Automatico,Flex,Prata,4,Sim,Sim,6,22996
C1318,Volkswagen,2013,88962,1.6,Manual,Flex,Azul,4,Nao,Sim,0,59731
C1319,Jeep,2012,103710,1.6,Manual,Gasolina,Branco,4,Nao,Sim,10,83749
C1320,Jeep,2005,300000,1.6,Manual,Flex,Prata,4,Nao,Nao,2,45042
C1321,Chevrolet,2018,53471,2.0,Automatico,Flex,Branco,4,Nao,Sim,11,80775
C1322,Hyundai,2012,178659,1.4,Manual,Flex,Cinza,4,Sim,Sim,3,39570
C1323,Chevrolet,2023,15964,1.6,Manual,Flex,Vermelho,2,Nao,Sim,5,80702
C1324,Honda,2005,300000,1.0,Manual,Diesel,Branco,4,Nao,Nao,10,28918
C1325,Chevrolet,2015,138091,1.6,Automatico,Flex,Preto,4,Sim,Nao,8,64715
C1326,Jeep,2015,163548,1.4,Manual,Flex,Branco,4,Nao,Nao,2,80338
C1327,Chevrolet,2014,210871,1.8,Automatico,Flex,Vermelho,4,Sim,Sim,3,44728
C1328,Fiat,2011,146596,1.4,Manual,Flex,Prata,4,Nao,Sim,7,26935
C1329,Volkswagen,2007,270743,1.6,Manual,Flex,Prata,4,Sim,Sim,3,11961
C1330,Hyundai,2014,86474,1.4,Manual,Flex,Branco,4,Sim,Sim,8,51266
C1331,Fiat,2014,164083,1.4,Manual,Flex,Preto,4,Sim,Sim,2,27944
C1332,Honda,2020,61191,1.4,Manual,Diesel,Prata,4,Nao,Sim,10,83765
C1333,Fiat,2014,167569,1.4,Automatico,Gasolina,Prata,4,Nao,Sim,7,30045
C1334,Fiat,2021,30157,1.6,Automatico,Flex,Prata,4,Nao,Sim,1,67719
C1335,Chevrolet,2020,38982,1.0,Automatico,Diesel,Prata,4,Sim,Nao,10,68843
C1336,Toyota,2015,79271,2.0,Manual,Flex,Branco,4,Nao,Sim,0,77832
C1337,Fiat,2015,94550,1.6,Manual,Flex,Cinza,4,Sim,Sim,5,51576
C1338,Chevrolet,2023,6068,1.4,Automatico,Flex,Vermelho,4,Sim,Sim,10,85893
C1339,Renault,2005,300000,1.8,Manual,Flex,Preto,4,Nao,Sim,0,9000
C1340,Jeep,2019,16456,1.4,Automatico,Flex,Branco,4,Nao,Sim,8,102412
C1341,Chevrolet,2023,5554,1.0,Automatico,Gasolina,Azul,2,Nao,Sim,2,70137
C1342,Hyundai,2005,300000,1.0,Automatico,Flex,Vermelho,4,Nao,Sim,10,9453
C1343,Volkswagen,2017,93797,1.0,Manual,Gasolina,Azul,2,Sim,Sim,11,65625
C1344,Fiat,2007,290070,1.6,Manual,Gasolina,Branco,4,Nao,Sim,8,9000
C1345,Fiat,2019,56472,1.6,Manual,Flex,Vermelho,4,Nao,Sim,0,57124
C1346,Toyota,2022,19144,1.0,Manual,Hibrido,Branco,4,Nao,Sim,8,98068
C1347,Honda,2019,48029,1.4,Manual,Flex,Azul,2,Sim,Sim,7,92832
C1348,Fiat,2005,233893,1.0,Manual,Flex,Prata,2,Sim,Sim,10,9000
C1349,Honda,2018,110103,1.6,Manual,Gasolina,Prata,4,Nao,Sim,1,75345
C1350,Hyundai,2019,76028,1.0,Automatico,Diesel,Prata,4,Nao,Sim,8,60976
C1351,Toyota,2015,71798,1.4,Automatico,Gasolina,Vermelho,2,Nao,Nao,11,85217
C1352,Toyota,2015,38607,1.4,Automatico,Flex,Prata,4,Nao,Nao,5,94496
C1353,Volkswagen,2013,53583,1.0,Manual,Diesel,Cinza,4,Nao,Nao,9,44162
C1354,Chevrolet,2022,35166,1.4,Automatico,Flex,Prata,4,Nao,Sim,0,72517
C1355,Honda,2018,60124,1.0,Manual,Flex,Preto,4,Nao,Sim,0,69275
C1356,Fiat,2011,105497,1.4,Automatico,Flex,Branco,4,Nao,Nao,11,34897
C1357,Honda,2016,106531,1.6,Manual,Gasolina,Branco,2,Nao,Sim,6,77461
C1358,Honda,2013,66371,1.0,Manual,Gasolina,Preto,4,Nao,Sim,8,62959
C1359,Fiat,2019,85667,1.0,Manual,Flex,Preto,2,Sim,Sim,10,44763
C1360,Volkswagen,2022,30925,1.0,Manual,Gasolina,Prata,4,Nao,Sim,1,58133
C1361,Chevrolet,2019,84199,1.4,Automatico,Flex,Azul,4,Sim,Sim,4,62667
C1362,Volkswagen,2010,243434,1.0,Automatico,Diesel,Cinza,4,Nao,Sim,10,36317
C1363,Hyundai,2009,177890,1.8,Automatico,Flex,Vermelho,4,Sim,Sim,3,45939
C1364,Chevrolet,2017,44647,1.8,Manual,Diesel,Vermelho,4,Sim,Sim,9,72514
C1365,Jeep,2022,13426,1.6,Manual,Gasolina,Vermelho,4,Sim,Sim,9,114058
C1366,Chevrolet,2021,44385,1.8,Automatico,Flex,Cinza,4,Sim,Nao,7,81076
C1367,Renault,2007,156206,1.6,Manual,Gasolina,Cinza,4,Sim,Nao,9,14221
C1368,Chevrolet,2018,81271,1.6,Manual,Diesel,Prata,4,Nao,Sim,3,52530
C1369,Fiat,2010,162310,1.4,Automatico,Flex,Vermelho,4,Nao,Sim,4,36097
C1370,Chevrolet,2009,138840,1.0,Manual,Gasolina,Cinza,4,Sim,Sim,8,31973
C1371,Jeep,2015,79402,1.6,Automatico,Gasolina,Prata,4,Nao,Sim,11,103623
C1372,Chevrolet,2018,110618,1.0,Manual,Flex,Prata,4,Nao,Sim,3,42654
C1373,Hyundai,2014,129972,1.4,Manual,Flex,Branco,4,Nao,Sim,7,47211
C1374,Fiat,2023,16706,1.4,Manual,Diesel,Vermelho,4,Nao,Sim,7,72576
C1375,Fiat,2022,19766,1.0,Automatico,Flex,Cinza,4,Sim,Sim,0,68755
C1376,Jeep,2023,20081,1.8,Automatico,Gasolina,Vermelho,4,Sim,Sim,6,129383
C1377,Renault,2016,50908,2.0,Manual,Flex,Branco,2,Nao,Sim,9,58402
C1378,Chevrolet,2023,6895,1.6,Manual,Flex,Prata,2,Sim,Sim,7,83268
C1379,Chevrolet,2008,86324,1.4,Automatico,Flex,Branco,4,Sim,Nao,7,41089
C1380,Renault,2023,9148,1.0,Automatico,Flex,Azul,4,Sim,Sim,4,67653
C1381,Chevrolet,2017,34209,1.6,Manual,Flex,Azul,4,Nao,Sim,5,60166
C1382,Volkswagen,2008,228392,1.0,Automatico,Flex,Azul,4,Sim,Sim,2,29358
C1383,Renault,2014,182182,1.4,Automatico,Flex,Vermelho,4,Nao,Sim,5,26498
C1384,Renault,2005,276268,1.8,Manual,Flex,Cinza,4,Nao,Sim,6,9000
C1385,Chevrolet,2019,40382,1.4,Manual,Diesel,Azul,4,Sim,Nao,2,53507
C1386,Hyundai,2014,159710,1.6,Manual,Flex,Vermelho,4,Nao,Nao,2,43644
C1387,Volkswagen,2017,136583,1.4,Automatico,Flex,Prata,4,Sim,Sim,11,65668
C1388,Hyundai,2012,219936,1.0,Automatico,Gasolina,Preto,4,Sim,Sim,6,31906
C1389,Hyundai,2008,300000,1.4,Manual,Flex,Preto,4,Sim,Nao,3,9000
C1390,Renault,2019,15258,1.8,Manual,Flex,Vermelho,4,Sim,Sim,4,63271
C1391,Volkswagen,2018,60913,1.6,Manual,Gasolina,Preto,4,Sim,Sim,8,74898
C1392,Renault,2020,38468,1.4,Automatico,Gasolina,Branco,4,Sim,Sim,1,58354
C1393,Jeep,2010,176283,1.4,Manual,Diesel,Azul,4,Sim,Sim,4,70733
C1394,Toyota,2023,13650,1.0,Automatico,Hibrido,Branco,4,Sim,Sim,7,100887
C1395,Fiat,2011,147883,1.8,Automatico,Flex,Cinza,4,Nao,Sim,8,44730
C1396,Hyundai,2011,207864,1.4,Manual,Flex,Prata,4,Sim,Sim,11,31280
C1397,Toyota,2019,66810,1.8,Manual,Gasolina,Preto,4,Nao,Nao,0,87430
C1398,Chevrolet,2017,145317,1.8,Manual,Flex,Branco,2,Sim,Nao,1,51267
C1399,Fiat,2018,89088,1.6,Manual,Flex,Prata,2,Nao,Sim,2,45518
C1400,Fiat,2015,90773,1.6,Manual,Flex,Preto,4,Nao,Sim,3,32490
C1401,Volkswagen,2013,177758,1.6,Automatico,Flex,Cinza,4,Sim,Sim,8,47533
C1402,Fiat,2023,5454,1.0,Automatico,Flex,Preto,4,Nao,Nao,4,60930
C1403,Renault,2020,59839,1.0,Manual,Flex,Prata,4,Nao,Sim,1,41302
C1404,Fiat,2006,240915,1.6,Manual,Flex,Branco,4,Nao,Nao,0,9000
C1405,Volkswagen,2013,229288,2.0,Manual,Flex,Preto,2,Sim,Sim,3,41824
C1406,Hyundai,2005,139973,1.0,Manual,Flex,Cinza,4,Nao,Sim,4,14700
C1407,Renault,2019,71818,1.0,Manual,Flex,Preto,4,Sim,Sim,9,48976
C1408,Jeep,2011,259969,1.6,Automatico,Flex,Prata,4,Nao,Sim,7,69767
C1409,Toyota,2016,72866,1.0,Manual,Flex,Cinza,4,Nao,Sim,3,74926
C1410,Volkswagen,2021,10600,1.0,Manual,Gasolina,Branco,4,Nao,Sim,1,73741
C1411,Fiat,2008,292152,1.4,Automatico,Flex,Azul,4,Sim,Nao,2,10540
C1412,Volkswagen,2018,108624,1.0,Manual,Flex,Preto,4,Nao,Sim,4,51854
C1413,Volkswagen,2017,148248,1.6,Manual,Gasolina,Vermelho,4,Sim,Sim,3,57578
C1414,Fiat,2023,18191,1.4,Automatico,Flex,Preto,2,Sim,Nao,9,78597
C1415,Fiat,2012,94074,1.6,Manual,Flex,Preto,4,Nao,Sim,4,37301
C1416,Toyota,2019,66712,1.0,Manual,Diesel,Azul,4,Sim,Nao,4,90459
C1417,Hyundai,2009,208446,1.4,Manual,Flex,Branco,4,Sim,Sim,6,22311
C1418,Fiat,2021,45971,1.4,Manual,Gasolina,Vermelho,4,Sim,Nao,5,60116
C1419,Honda,2016,63096,1.0,Automatico,Flex,Branco,2,Sim,Nao,6,70861
C1420,Fiat,2008,168481,1.4,Manual,Gasolina,Vermelho,4,Nao,Sim,1,16770
C1421,Chevrolet,2009,117733,1.4,Manual,Flex,Preto,4,Nao,Sim,9,33629
C1422,Hyundai,2015,224222,1.0,Manual,Flex,Preto,4,Nao,Nao,10,37066
C1423,Honda,2016,166435,1.4,Automatico,Gasolina,Cinza,4,Sim,Sim,4,70539
C1424,Volkswagen,2015,145516,1.6,Manual,Diesel,Cinza,4,Sim,Sim,0,56335
C1425,Chevrolet,2022,24004,1.6,Manual,Hibrido,Cinza,4,Sim,Nao,4,70386
C1426,Fiat,2013,97444,1.0,Manual,Diesel,Branco,4,Sim,Sim,6,29729
C1427,Toyota,2007,300000,2.0,Manual,Flex,Prata,4,Nao,Sim,6,43931
C1428,Volkswagen,2023,13086,1.0,Manual,Flex,Cinza,2,Nao,Sim,11,70266
C1429,Hyundai,2016,147178,1.6,Manual,Gasolina,Prata,2,Sim,Sim,8,50588
C1430,Volkswagen,2006,276398,1.8,Automatico,Diesel,Branco,4,Sim,Sim,2,29738
C1431,Renault,2014,168364,1.8,Automatico,Flex,Cinza,4,Nao,Sim,0,36088
C1432,Renault,2020,47606,1.8,Manual,Gasolina,Branco,4,Nao,Sim,10,61765
C1433,Fiat,2021,53782,1.8,Manual,Gasolina,Preto,4,Nao,Sim,2,62393
C1434,Chevrolet,2018,114321,1.4,Manual,Gasolina,Cinza,4,Sim,Sim,4,59138
C1435,Fiat,2021,27677,1.4,Manual,Flex,Branco,4,Nao,Nao,5,59789
C1436,Chevrolet,2016,75522,1.0,Manual,Gasolina,Preto,4,Sim,Sim,8,59653
C1437,Chevrolet,2010,76970,1.0,Manual,Flex,Cinza,4,Nao,Nao,8,27420
C1438,Fiat,2014,32624,1.0,Automatico,Flex,Preto,4,Sim,Nao,9,39514
C1439,Toyota,2021,33889,1.0,Manual,Gasolina,Cinza,4,Sim,Nao,0,96037
C1440,Volkswagen,2007,185891,1.4,Automatico,Diesel,Preto,4,Nao,Sim,4,29151
C1441,Honda,2007,300000,1.6,Automatico,Flex,Prata,4,Sim,Sim,4,42843
C1442,Chevrolet,2021,55278,1.4,Automatico,Flex,Branco,4,Nao,Sim,8,70282
C1443,Chevrolet,2013,146171,1.8,Manual,Flex,Prata,4,Nao,Sim,5,40887
C1444,Fiat,2023,4628,1.4,Automatico,Flex,Prata,4,Sim,Nao,9,83693
C1445,Renault,2008,300000,1.6,Manual,Flex,Preto,4,Nao,Nao,11,9000
C1446,Volkswagen,2008,300000,1.0,Automatico,Diesel,Vermelho,4,Sim,Sim,0,22581
C1447,Fiat,2013,170811,1.6,Manual,Flex,Branco,4,Nao,Sim,11,31621
C1448,Volkswagen,2008,235507,1.0,Manual,Flex,Branco,4,Nao,Sim,10,16652
C1449,Jeep,2006,145694,1.6,Automatico,Flex,Branco,4,Nao,Sim,1,73230
C1450,Fiat,2013,161964,2.0,Manual,Gasolina,Vermelho,4,Sim,Sim,6,31957
C1451,Renault,2008,209423,1.6,Automatico,Flex,Vermelho,4,Nao,Sim,8,16505
C1452,Fiat,2013,134132,1.4,Automatico,Gasolina,Cinza,4,Nao,Nao,9,37776
C1453,Hyundai,2015,122507,1.4,Automatico,Diesel,Vermelho,4,Sim,Sim,1,58955
C1454,Renault,2015,117555,1.4,Manual,Flex,Branco,4,Nao,Nao,2,29576
C1455,Chevrolet,2020,27718,1.8,Automatico,Flex,Azul,4,Sim,Nao,0,87326
C1456,Volkswagen,2020,65861,1.0,Manual,Flex,Branco,2,Nao,Sim,3,61515
C1457,Hyundai,2005,98723,1.0,Manual,Gasolina,Cinza,4,Nao,Nao,2,23862
C1458,Chevrolet,2011,55522,1.0,Automatico,Hibrido,Azul,4,Nao,Sim,8,54556
C1459,Renault,2020,68599,1.0,Automatico,Flex,Cinza,4,Sim,Sim,7,60594
C1460,Honda,2014,125075,1.0,Automatico,Gasolina,Branco,2,Nao,Sim,7,76282
C1461,Fiat,2009,250138,1.0,Manual,Hibrido,Prata,4,Nao,Nao,11,10691
C1462,Renault,2010,299930,1.6,Manual,Flex,Branco,4,Nao,Sim,8,9000
C1463,Fiat,2019,67100,1.0,Manual,Gasolina,Prata,4,Nao,Sim,3,47992
C1464,Fiat,2021,27616,1.0,Manual,Gasolina,Azul,4,Nao,Sim,7,57447
C1465,Toyota,2011,71417,1.8,Automatico,Gasolina,Azul,4,Nao,Sim,0,82367
C1466,Hyundai,2017,142066,1.0,Automatico,Flex,Prata,4,Nao,Sim,1,50121
C1467,Toyota,2020,49808,1.4,Manual,Gasolina,Preto,4,Nao,Sim,8,90294
C1468,Honda,2017,160063,1.8,Automatico,Gasolina,Preto,4,Nao,Sim,6,86745
C1469,Hyundai,2007,300000,1.8,Automatico,Gasolina,Preto,4,Nao,Nao,3,18068
C1470,Chevrolet,2008,130819,1.0,Automatico,Flex,Azul,4,Sim,Nao,1,25201
C1471,Chevrolet,2006,255678,1.6,Manual,Flex,Azul,4,Nao,Sim,9,9538
C1472,Toyota,2019,55189,1.0,Manual,Gasolina,Azul,4,Nao,Sim,9,74860
C1473,Chevrolet,2019,81801,1.8,Manual,Gasolina,Prata,4,Nao,Sim,3,64307
C1474,Volkswagen,2018,44793,1.0,Manual,Flex,Cinza,4,Nao,Nao,6,58454
C1475,Toyota,2012,75917,1.0,Manual,Diesel,Azul,4,Nao,Sim,4,65406
C1476,Fiat,2006,51027,1.4,Automatico,Flex,Azul,4,Nao,Nao,3,21563
C1477,Toyota,2007,111661,1.0,Automatico,Gasolina,Vermelho,4,Nao,Nao,0,54143
C1478,Toyota,2020,0,1.0,Automatico,Flex,Branco,4,Nao,Sim,3,95839
C1479,Renault,2006,112455,1.0,Manual,Hibrido,Prata,4,Sim,Sim,10,9000
C1480,Hyundai,2013,133716,1.0,Automatico,Flex,Preto,4,Sim,Nao,10,52067
C1481,Toyota,2023,5510,1.6,Automatico,Flex,Branco,2,Sim,Sim,0,115522
C1482,Honda,2022,29513,1.4,Manual,Flex,Cinza,4,Sim,Sim,7,98502
C1483,Hyundai,2008,208564,2.0,Manual,Gasolina,Vermelho,4,Sim,Sim,10,37914
C1484,Renault,2009,106310,1.6,Automatico,Gasolina,Preto,4,Sim,Sim,10,39957
C1485,Fiat,2005,145829,1.6,Manual,Flex,Preto,2,Nao,Sim,8,11885
C1486,Chevrolet,2023,5370,1.4,Automatico,Flex,Azul,2,Nao,Sim,5,79822
C1487,Hyundai,2016,117210,1.0,Manual,Flex,Branco,4,Sim,Sim,10,48499
C1488,Fiat,2006,120061,1.8,Manual,Flex,Branco,4,Nao,Sim,4,20297
C1489,Volkswagen,2010,270337,1.0,Manual,Gasolina,Prata,2,Nao,Sim,8,13363
C1490,Jeep,2013,169390,1.0,Manual,Flex,Preto,4,Nao,Sim,11,71408
C1491,Chevrolet,2013,126284,1.8,Automatico,Flex,Branco,4,Nao,Sim,6,53154
C1492,Fiat,2012,137597,1.0,Manual,Gasolina,Cinza,4,Sim,Nao,2,23764
C1493,Honda,2023,23918,1.8,Automatico,Hibrido,Azul,4,Sim,Nao,9,116479
C1494,Toyota,2005,23778,1.4,Automatico,Flex,Preto,4,Nao,Sim,10,67079
C1495,Chevrolet,2018,103773,2.0,Automatico,Diesel,Vermelho,2,Nao,Nao,8,68145
C1496,Fiat,2007,189449,1.4,Automatico,Flex,Azul,4,Nao,Nao,8,17406
C1497,Renault,2010,193978,1.8,Automatico,Flex,Azul,2,Nao,Sim,0,16030
C1498,Fiat,2021,0,1.8,Automatico,Flex,Prata,2,Sim,Nao,2,77835
C1499,Hyundai,2016,151783,1.6,Automatico,Flex,Vermelho,2,Sim,Sim,10,57948
C1500,Fiat,2015,129138,1.8,Automatico,Flex,Azul,2,Nao,Nao,8,45596
C1501,Fiat,2014,173228,2.0,Automatico,Flex,Cinza,4,Sim,Sim,10,45439
C1502,Volkswagen,2021,23189,1.6,Automatico,Gasolina,Cinza,4,Nao,Sim,1,69361
C1503,Fiat,2016,99730,1.6,Manual,Flex,Branco,4,Nao,Sim,7,43533
C1504,Hyundai,2007,275034,1.0,Automatico,Flex,Preto,4,Sim,Nao,3,25746
C1505,Jeep,2023,20073,1.4,Manual,Flex,Branco,4,Sim,Sim,10,119062
C1506,Chevrolet,2014,85465,1.6,Automatico,Flex,Vermelho,4,Nao,Sim,5,57137
C1507,Hyundai,2005,300000,1.6,Manual,Gasolina,Vermelho,2,Nao,Nao,1,9376
C1508,Volkswagen,2021,54055,2.0,Automatico,Flex,Vermelho,4,Nao,Sim,5,87453
C1509,Toyota,2017,70508,2.0,Manual,Gasolina,Preto,4,Nao,Nao,11,91440
C1510,Fiat,2007,244254,1.8,Manual,Flex,Branco,4,Nao,Sim,3,9000
C1511,Volkswagen,2017,135676,1.0,Automatico,Flex,Branco,4,Sim,Nao,10,56998
C1512,Chevrolet,2006,280857,1.8,Automatico,Flex,Prata,4,Nao,Sim,0,23864
C1513,Hyundai,2015,205585,1.8,Manual,Gasolina,Vermelho,4,Nao,Sim,9,42238
C1514,Renault,2021,20806,1.6,Manual,Gasolina,Branco,4,Sim,Sim,3,60044
C1515,Chevrolet,2008,268596,1.4,Manual,Diesel,Preto,2,Sim,Sim,11,14418
C1516,Toyota,2006,273209,1.6,Manual,Flex,Branco,4,Nao,Sim,9,47223
C1517,Hyundai,2022,54883,1.8,Manual,Flex,Vermelho,4,Sim,Nao,6,77269
C1518,Jeep,2018,26751,1.8,Manual,Flex,Vermelho,4,Sim,Sim,3,112002
C1519,Toyota,2012,85313,1.0,Manual,Gasolina,Preto,4,Sim,Sim,5,74786
C1520,Jeep,2020,19118,1.0,Manual,Gasolina,Cinza,4,Sim,Sim,2,100761
C1521,Toyota,2023,11015,1.0,Manual,Flex,Preto,4,Sim,Sim,11,107013
C1522,Fiat,2009,284508,1.0,Automatico,Hibrido,Azul,4,Nao,Sim,10,9155
C1523,Honda,2022,49629,1.8,Manual,Flex,Branco,4,Nao,Sim,7,96801
C1524,Volkswagen,2023,7024,1.8,Manual,Flex,Branco,4,Nao,Nao,6,84174
C1525,Chevrolet,2011,178885,1.6,Manual,Flex,Prata,2,Sim,Sim,3,26226
C1526,Fiat,2021,9755,1.6,Automatico,Diesel,Azul,4,Sim,Nao,5,79612
C1527,Toyota,2017,134569,1.6,Automatico,Flex,Branco,2,Sim,Sim,1,87652
C1528,Fiat,2009,265315,1.8,Automatico,Flex,Azul,4,Sim,Nao,3,28446
C1529,Fiat,2022,43733,1.0,Automatico,Gasolina,Branco,2,Nao,Sim,6,64393
C1530,Volkswagen,2014,152585,1.6,Manual,Flex,Vermelho,4,Sim,Nao,6,56810
C1531,Volkswagen,2005,214933,2.0,Manual,Gasolina,Cinza,4,Nao,Nao,5,15425
C1532,Chevrolet,2014,65443,2.0,Automatico,Gasolina,Azul,4,Nao,Sim,1,65517
C1533,Renault,2015,130257,1.6,Automatico,Flex,Branco,4,Nao,Sim,5,39180
C1534,Toyota,2009,300000,1.6,Automatico,Diesel,Preto,4,Nao,Nao,8,53624
C1535,Chevrolet,2021,25318,2.0,Manual,Flex,Preto,4,Nao,Sim,2,78599
C1536,Chevrolet,2019,95800,1.0,Manual,Flex,Azul,2,Nao,Sim,7,49052
C1537,Volkswagen,2019,53799,1.8,Manual,Gasolina,Azul,4,Nao,Sim,5,74785
C1538,Renault,2010,181428,1.4,Manual,Flex,Preto,4,Sim,Sim,0,14696
C1539,Hyundai,2022,26974,1.0,Manual,Flex,Preto,4,Nao,Nao,10,75037
C1540,Hyundai,2018,139828,1.4,Manual,Flex,Prata,4,Sim,Sim,5,49639
C1541,Fiat,2018,110835,1.4,Automatico,Gasolina,Azul,4,Sim,Sim,2,54519
C1542,Fiat,2021,46046,1.0,Manual,Flex,Prata,4,Nao,Nao,5,46516
C1543,Hyundai,2021,21800,1.0,Automatico,Flex,Preto,4,Nao,Sim,9,76065
C1544,Honda,2015,34778,1.8,Manual,Flex,Azul,2,Nao,Sim,9,94674
C1545,Fiat,2016,69695,2.0,Manual,Gasolina,Vermelho,4,Sim,Nao,10,52952
C1546,Honda,2006,266013,1.6,Automatico,Gasolina,Preto,4,Sim,Nao,5,48454
C1547,Fiat,2019,64449,1.6,Manual,Hibrido,Cinza,4,Nao,Sim,9,48664
C1548,Chevrolet,2007,192129,1.4,Manual,Diesel,Vermelho,4,Nao,Sim,1,19488
C1549,Hyundai,2005,162622,1.4,Automatico,Gasolina,Cinza,4,Nao,Sim,6,21244
C1550,Fiat,2014,95514,1.4,Manual,Gasolina,Preto,4,Nao,Sim,6,31454
C1551,Hyundai,2017,54807,1.4,Manual,Hibrido,Preto,4,Sim,Sim,5,57246
C1552,Hyundai,2021,8177,1.4,Automatico,Diesel,Branco,4,Nao,Sim,2,85566
C1553,Volkswagen,2006,256110,1.4,Automatico,Flex,Preto,4,Nao,Nao,9,21838
C1554,Renault,2014,62860,1.4,Manual,Flex,Azul,4,Nao,Nao,10,36537
C1555,Toyota,2017,80622,1.8,Manual,Diesel,Prata,4,Sim,Sim,8,89117
C1556,Chevrolet,2011,181949,1.4,Manual,Flex,Preto,4,Nao,Sim,5,35606
C1557,Hyundai,2023,12621,1.8,Manual,Hibrido,Azul,4,Nao,Sim,7,88682
C1558,Fiat,2023,7649,1.8,Manual,Hibrido,Prata,4,Nao,Sim,11,66533
C1559,Chevrolet,2013,262147,1.6,Automatico,Gasolina,Vermelho,4,Sim,Sim,6,38451
C1560,Jeep,2018,78750,1.6,Manual,Gasolina,Azul,4,Nao,Sim,10,100600
C1561,Jeep,2014,204876,1.6,Automatico,Gasolina,Prata,4,Sim,Nao,2,80939
C1562,Chevrolet,2009,83670,1.4,Automatico,Flex,Azul,2,Nao,Nao,5,40029
C1563,Chevrolet,2022,7403,1.0,Automatico,Flex,Cinza,4,Nao,Nao,1,73597
C1564,Toyota,2014,81600,1.8,Automatico,Gasolina,Cinza,4,Nao,Sim,7,91925
C1565,Chevrolet,2006,134208,1.4,Automatico,Flex,Branco,4,Sim,Nao,1,32361
C1566,Fiat,2018,101777,2.0,Automatico,Flex,Cinza,4,Sim,Sim,2,60331
C1567,Jeep,2010,73284,1.6,Automatico,Flex,Prata,4,Sim,Nao,7,90238
C1568,Chevrolet,2020,51829,1.0,Automatico,Flex,Azul,4,Sim,Nao,8,69288
C1569,Hyundai,2009,117410,1.0,Manual,Flex,Cinza,2,Sim,Sim,8,33861
C1570,Chevrolet,2019,109605,1.4,Automatico,Flex,Vermelho,4,Sim,Sim,1,67454
C1571,Renault,2020,38193,1.6,Automatico,Flex,Cinza,4,Nao,Nao,8,57376
C1572,Toyota,2006,300000,1.8,Manual,Flex,Vermelho,2,Nao,Nao,1,43529
C1573,Fiat,2022,26664,1.8,Automatico,Flex,Preto,2,Nao,Nao,1,71184
C1574,Toyota,2021,39078,2.0,Manual,Flex,Preto,4,Nao,Sim,2,104667
C1575,Fiat,2021,34620,1.4,Manual,Gasolina,Cinza,4,Nao,Sim,1,54404
C1576,Volkswagen,2011,210755,1.0,Manual,Flex,Azul,2,Nao,Sim,4,36797
